Aasta;Test;Testi ID;Sugu;Kooli tüüp;Õppekeel;Soorituskeel;Maakond;Õppeasutus;Õppevorm;Sooritajaid;Max võimalik pallide arv;Keskmine;Keskmine (%);Mediaan;St hälve;Min punktide saajad;Max punktide saajad;Min;Max;AUP;ÜUP
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;kutseõppeasutus;eesti;Eesti keel;Harju maakond;Tallinna Polütehnikum;statsionaarne õpe - koolipõhine õpe;29;100;15,1;15,1;10;19,2;2;0;0;85;7,8;22,4
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;kutseõppeasutus;eesti;Eesti keel;Viljandi maakond;Viljandi Kutseõppekeskus;statsionaarne õpe - koolipõhine õpe;6;100;19,7;19,7;14;17,9;0;0;5;50;0,9;38,4
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;kutseõppeasutus;vene;Vene keel;Harju maakond;Tallinna Polütehnikum;statsionaarne õpe - koolipõhine õpe;7;100;15,9;15,9;9;19,4;2;0;0;56;-2,1;33,8
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Pirita Majandusgümnaasium;statsionaarne õpe;11;100;37,3;37,3;26;25,1;0;0;9;77;20,4;54,1
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Tallinna Kuristiku Gümnaasium;statsionaarne õpe;10;100;68,8;68,8;72;26,4;0;0;10;98;49,9;87,7
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Tallinna Arte Gümnaasium;statsionaarne õpe;15;100;34,9;34,9;27;25,2;0;0;10;90;20,9;48,8
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Tallinna Saksa Gümnaasium;statsionaarne õpe;13;100;42,8;42,8;38;15,4;0;0;21;74;33,6;52,1
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Tallinna Humanitaargümnaasium;statsionaarne õpe;7;100;57,9;57,9;69;24,5;0;0;21;85;35,2;80,6
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Tallinna 32. Keskkool;statsionaarne õpe;29;100;42,7;42,7;32;26;0;0;12;99;32,8;52,6
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Tallinna Mustamäe Gümnaasium;statsionaarne õpe;13;100;41,9;41,9;33;30,3;0;0;4;95;23,6;60,2
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Tallinna Järveotsa Gümnaasium;statsionaarne õpe;13;100;62,8;62,8;66;21,6;0;0;19;97;49,8;75,9
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Kadrioru Saksa Gümnaasium;statsionaarne õpe;13;100;69;69;60;19,8;0;0;41;95;57;81
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Vanalinna Hariduskolleegium;statsionaarne õpe;36;100;63,4;63,4;65;27,8;0;0;14;98;54;72,8
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Tallinna Lilleküla Gümnaasium;statsionaarne õpe;20;100;56,6;56,6;60;28,3;0;0;3;98;43,4;69,9
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Tallinna Nõmme Gümnaasium;statsionaarne õpe;23;100;50,8;50,8;46;20,9;0;0;17;80;41,7;59,8
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Tallinna Õismäe Gümnaasium;statsionaarne õpe;15;100;40,7;40,7;24;31,2;0;0;6;99;23,4;58
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Tallinna Pääsküla Gümnaasium;statsionaarne õpe;5;100;30,6;30,6;28;17,3;0;0;12;55;9,1;52,1
2018;Matemaatika (riigieksam 2018) (Lai);3567;M;põhikool või gümnaasium;eesti;Eesti keel;Harju maakond;Pelgulinna Gümnaasium;statsionaarne õpe;7;100;15;15;7;18,2;0;0;2;53;-1,8;31,8
